"order_info_id","order_id","tz_result","tz_money","win_code","win_result","win_money"
"58","DXH1000000057","3","11","711","1,17,11","0"
"59","DXH1000000058","3","10","270","1,12,17,10","0"
"60","DXH1000000059","3","10","270","1,12,17,10","0"
"61","DXH1000000060","1","10","978","1,19,17,18","21"
"62","DXH1000000061","2","3","978","1,19,17,18","0"
"63","DXH1000000062","1","10","813","1,18,11,13","21"
"64","DXH1000000063","1","10","813","1,18,11,13","21"
"65","DXH1000000064","1","10","208","3,12,10,18","0"
"66","DXH1000000065","3","10","208","3,12,10,18","21"
"67","DXH1000000066","1","10","776","1,17,16","21"
"68","DXH1000000067","3","20","776","1,17,16","0"
"69","DXH1000000068","1","10","583","1,15,18,13","21"
"70","DXH1000000069","1","5","583","1,15,18,13","10"
"71","DXH1000000070","1","13","42","3,10,14,12","0"
"72","DXH1000000071","1","5","42","3,10,14,12","0"
"73","DXH1000000072","3","10","950","1,19,15,10","0"
"74","DXH1000000073","3","5","950","1,19,15,10","0"
"75","DXH1000000074","3","20","299","3,12,19","42"
"76","DXH1000000075","3","3","299","3,12,19","6"
"77","DXH1000000076","1","16","363","2,13,16","0"
"78","DXH1000000077","1","5","363","2,13,16","0"
"79","DXH1000000078","2","1","363","2,13,16","10"
"80","DXH1000000079","2","1","363","2,13,16","10"
"81","DXH1000000080","1","9","703","1,17,10,13","19"
"82","DXH1000000081","1","10","16","3,10,11,16","0"
"83","DXH1000000082","3","10","16","3,10,11,16","21"
"84","DXH1000000083","1","10","272","2,12,17","0"
"85","DXH1000000084","1","1","272","2,12,17","0"
"86","DXH1000000085","1","20","511","1,15,11","42"
"87","DXH1000000086","3","1","511","1,15,11","0"
"88","DXH1000000087","3","10","117","3,11,17","21"
"89","DXH1000000088","3","1","117","3,11,17","2"
"90","DXH1000000089","1","10","951","1,19,15,11","21"
"91","DXH1000000090","1","1","951","1,19,15,11","2"
"92","DXH1000000091","3","14","933","1,19,13","0"
"93","DXH1000000092","3","2","933","1,19,13","0"
"94","DXH1000000093","3","1","126","3,11,12,16","2"
"95","DXH1000000094","1","10","126","3,11,12,16","0"
"96","DXH1000000095","3","2","520","1,15,12,10","0"
"97","DXH1000000096","1","10","520","1,15,12,10","21"
"98","DXH1000000097","3","10","933","1,19,13","0"
"99","DXH1000000098","2","5","823","1,18,12,13","0"
"100","DXH1000000099","1","10","823","1,18,12,13","21"
"101","DXH1000000100","3","10","823","1,18,12,13","0"
"102","DXH1000000101","1","10","200","1,12,10","21"
"103","DXH1000000102","1","7","200","1,12,10","15"
"104","DXH1000000103","2","2","200","1,12,10","0"
"105","DXH1000000104","2","5","512","1,15,11,12","0"
"106","DXH1000000105","2","3","512","1,15,11,12","0"
"107","DXH1000000106","1","10","512","1,15,11,12","21"
"108","DXH1000000107","1","10","512","1,15,11,12","21"
"109","DXH1000000108","1","10","35","3,10,13,15","0"
"110","DXH1000000109","1","10","35","3,10,13,15","0"
"111","DXH1000000110","1","10","622","1,16,12","21"
"112","DXH1000000111","1","12","622","1,16,12","25"
"113","DXH1000000112","1","5","769","3,17,16,19","0"
"114","DXH1000000113","1","10","200","1,12,10","21"
"115","DXH1000000114","3","10","200","1,12,10","0"
"116","DXH1000000115","1","10","686","2,16,18","0"
"117","DXH1000000116","3","10","686","2,16,18","0"
"118","DXH1000000117","1","20","71","3,10,17,11","0"
"119","DXH1000000118","1","20","71","3,10,17,11","0"
"120","DXH1000000119","3","10","365","3,13,16,15","21"
"121","DXH1000000120","1","10","365","3,13,16,15","0"
"122","DXH1000000121","3","10","934","1,19,13,14","0"
"123","DXH1000000122","3","20","934","1,19,13,14","0"
"124","DXH1000000123","3","9","228","3,12,18","19"
"125","DXH1000000124","1","13","228","3,12,18","0"
"126","DXH1000000125","3","10","475","3,14,17,15","21"
"127","DXH1000000126","1","50","475","3,14,17,15","0"
"128","DXH1000000127","3","10","484","2,14,18","0"
"129","DXH1000000128","1","10","833","1,18,13","21"
"130","DXH1000000129","1","10","687","3,16,18,17","0"
"131","DXH1000000130","3","10","962","1,19,16,12","0"
"132","DXH1000000131","3","2","962","1,19,16,12","0"
"133","DXH1000000132","3","20","403","1,14,10,13","0"
"134","DXH1000000133","3","0","403","1,14,10,13","0"
"135","DXH1000000134","3","2","375","3,13,17,15","4"
"136","DXH1000000135","3","3","81","3,10,18,11","6"
"137","DXH1000000136","3","6","54","3,10,15,14","12"
"138","DXH1000000137","1","5","577","3,15,17","0"
"139","DXH1000000138","1","7","870","1,18,17,10","15"
"140","DXH1000000139","3","5","375","3,13,17,15","10"
"141","DXH1000000140","3","10","45","3,10,14,15","21"
"142","DXH1000000141","3","10","494","2,14,19","0"
"143","DXH1000000142","1","10","513","1,15,11,13","21"
"144","DXH1000000143","3","10","28","3,10,12,18","21"
"145","DXH1000000144","1","20","468","3,14,16,18","0"
"146","DXH1000000145","2","10","770","1,17,10","0"
"147","DXH1000000146","1","13","633","1,16,13","27"
"148","DXH1000000147","1","10","963","1,19,16,13","21"
"149","DXH1000000148","1","10","55","3,10,15","0"
"150","DXH1000000149","4","3","486","3,14,18,16","0"
"151","DXH1000000150","3","14","385","3,13,18,15","29"
"152","DXH1000000151","3","5","514","1,15,11,14","0"
"153","DXH1000000152","1","15","716","1,17,11,16","31"
"154","DXH1000000153","1","10","817","1,18,11,17","21"
"155","DXH1000000154","1","2","743","1,17,14,13","4"
"156","DXH1000000155","3","14","606","2,16,10","0"
"157","DXH1000000156","1","20","606","2,16,10","0"
"158","DXH1000000157","2","10","734","1,17,13,14","0"
"159","DXH1000000158","1","5","550","1,15,10","10"
"160","DXH1000000159","3","5","770","1,17,10","0"
"161","DXH1000000160","18","10","752","1,17,15,12","0"
"162","DXH1000000161","1","10","946","1,19,14,16","21"
"163","DXH1000000162","3","11","148","3,11,14,18","23"
"164","DXH1000000163","1","10","955","1,19,15","21"
"165","DXH1000000164","1","4","753","1,17,15,13","8"
"166","DXH1000000165","1","18","946","1,19,14,16","37"
"167","DXH1000000166","1","17","845","1,18,14,15","35"
"168","DXH1000000167","1","6","414","2,14,11","0"
"169","DXH1000000168","2","10","661","1,16,11","0"
"170","DXH1000000169","3","20","670","1,16,17,10","0"
"171","DXH1000000170","1","20","249","3,12,14,19","0"
"172","DXH1000000171","1","30","542","1,15,14,12","62"
"173","DXH1000000172","1","20","359","3,13,15,19","0"
"174","DXH1000000173","1","20","111","4,11,2","0"
"175","DXH1000000174","4","10","405","3,14,10,15","0"
"176","DXH1000000175","3","12","506","3,15,10,16","25"
"177","DXH1000000176","3","15","588","3,15,18","31"
"178","DXH1000000177","3","20","450","1,14,15,10","0"
"179","DXH1000000178","1","11","39","3,10,13,19","0"
"180","DXH1000000179","1","20","57","3,10,15,17","0"
"181","DXH1000000180","3","0","570","1,15,17,10","0"
"182","DXH1000000181","3","0","901","1,19,10,11","0"
"183","DXH1000000182","3","0","992","1,19,12","0"
"184","DXH1000000183","3","0","240","1,12,14,10","0"
"185","DXH1000000184","1","0","452","1,14,15,12","0"
"186","DXH1000000185","1","0","388","3,13,18","0"
"187","NINE1000000001","1","1","","0","0"
"188","DXH1000000186","1","88","704","1,17,10,14","183"
"189","DXH1000000187","1","5","582","1,15,18,12","10"
"190","DXH1000000188","1","5","830","1,18,13,10","10"
"191","DXH1000000189","1","5","490","1,14,19,10","10"
"192","DXH1000000190","3","5","858","2,18,15","0"
"193","DXH1000000191","1","7","756","1,17,15,16","15"
"194","DXH1000000192","3","5","150","1,11,15,10","0"
"195","DXH1000000193","3","5","783","1,17,18,13","0"
"196","DXH1000000194","1","5","325","3,13,12,15","0"
"197","DXH1000000195","1","5","935","1,19,13,15","10"
"198","DICE1000000001","90001","5","10002,20001,90001,30004,40004,40004,60004,70004,80016","44","8"
"199","DICE1000000002","90001","5","","","0"
"200","DICE1000000003","90002","10","","","0"
